Time,result,table,_start,_stop,_time,_measurement,dst_ip,protocol,src_ip,ack_rtt_ms,avg_latency_ms,bandwidth_mbps,jitter_ms,packet_length_bytes,retransmission,session_duration_sec,tcp_dst_port,tcp_src_port,time_delta_ms,total_data_mb,ttl,window_size,tcp_flags
2024-12-07 04:16:21.842726+00:00,_result,34,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:21.842726+00:00,network_metrics,3232235765,TCP,578335169,289.1,11.46,0.0,42.77,0.0,0,15.55,59879.0,443.0,26.27,48.85,0.24015748031496065,0.44556343938353554,0.6956521739130435
2024-12-07 04:16:42.598237+00:00,_result,35,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:42.598237+00:00,network_metrics,3232235765,TCP,580216017,10.68,10.16,0.0,9.23,0.0,0,0.01,59523.0,443.0,3.64,0.1,0.24015748031496065,0.0038138231631382313,0.6363636363636364
2024-12-07 04:16:42.621165+00:00,_result,36,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:42.621165+00:00,network_metrics,3232235765,TCP,599449622,24.64,5.82,0.0,12.36,0.0,0,18.26,60128.0,443.0,7.95,24.94,0.24015748031496065,0.45454545454545453,0.7272727272727273
2024-12-07 04:16:21.867500+00:00,_result,37,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:21.867500+00:00,network_metrics,3232235765,TCP,599449624,40.44,16.37,0.0,32.31,0.0,0,22.2,59753.0,443.0,3.86,13.16,0.24015748031496065,0.44556343938353554,0.6956521739130435
2024-12-07 04:16:42.656719+00:00,_result,37,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:42.656719+00:00,network_metrics,3232235765,TCP,599449624,16.92,11.52,0.0,53.78,0.0,0,16.47,60132.0,443.0,0.0,69.92,0.24015748031496065,0.45454545454545453,0.7272727272727273
2024-12-07 04:16:21.893637+00:00,_result,38,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:21.893637+00:00,network_metrics,3232235765,TCP,599449640,300.4,16.9,0.0,12.66,0.0,0,13.59,51184.0,443.0,28.24,0.16,0.24015748031496065,0.004531929503318838,0.6086956521739131
2024-12-07 04:16:42.682110+00:00,_result,38,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:42.682110+00:00,network_metrics,3232235765,TCP,599449640,8.89,33.54,0.0,43.13,0.0,0,0.09,51184.0,443.0,3.04,0.1,0.24015748031496065,0.004623287671232877,0.6363636363636364
2024-12-07 04:16:21.917758+00:00,_result,39,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:21.917758+00:00,network_metrics,3232235765,TCP,600356467,63.01,15.56,0.0,29.39,0.0,0,20.66,59732.0,443.0,5.98,39.34,0.24015748031496065,0.44556343938353554,0.6956521739130435
2024-12-07 04:16:42.717699+00:00,_result,39,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:42.717699+00:00,network_metrics,3232235765,TCP,600356467,8.5,13.04,0.0,27.14,0.0,0,12.17,59990.0,443.0,96.02,18.02,0.24015748031496065,0.0036892901618929014,0.8181818181818182
2024-12-07 04:16:21.942650+00:00,_result,40,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:21.942650+00:00,network_metrics,3232235765,TCP,601878194,36.58,48.19,0.0,118.65,0.0,0,21.69,53809.0,443.0,3.5,27.64,0.24015748031496065,0.013336385137712672,0.6086956521739131
2024-12-07 04:16:42.747334+00:00,_result,40,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:42.747334+00:00,network_metrics,3232235765,TCP,601878194,9.07,8.16,0.0,8.07,0.0,0,15.54,53809.0,443.0,3.1,0.25,0.24015748031496065,0.016095890410958904,0.6363636363636364
2024-12-07 04:16:52.432729+00:00,_result,40,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:52.432729+00:00,network_metrics,3232235765,TCP,601878194,896.04,0.0,0.0,,0.01,0,0.0,55924.0,443.0,0.0,0.08,0.4803149606299213,1.0,0.0
2024-12-07 04:16:21.826199+00:00,_result,41,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:21.826199+00:00,network_metrics,3232235765,TLSv1.2,225126926,48.94,40.86,0.0,59.11,0.01,0,15.04,58475.0,443.0,140.17,0.39,0.24015748031496065,0.012893873502708476,0.9565217391304348
2024-12-07 04:16:42.524579+00:00,_result,41,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:42.524579+00:00,network_metrics,3232235765,TLSv1.2,225126926,8.5,57.37,0.0,172.62,0.01,0,15.04,58475.0,443.0,628.69,0.73,0.24015748031496065,0.013153798256537981,0.9999999999999999
2024-12-07 04:16:59.152799+00:00,_result,42,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:59.152799+00:00,network_metrics,3232235765,TLSv1.2,601878194,222.99,0.0,0.0,,0.21,0,0.0,55924.0,443.0,0.0,2.08,0.0,1.0,1.0
2024-12-07 04:16:21.961126+00:00,_result,43,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:21.961126+00:00,network_metrics,3232235765,TLSv1.2,886018850,48.94,101.38,0.0,201.92,0.01,0,5.58,59091.0,443.0,418.1,13.47,0.24015748031496065,0.0038757915617608912,0.9565217391304348
2024-12-07 04:16:59.203837+00:00,_result,44,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:59.203837+00:00,network_metrics,3232235765,TLSv1.3,3353925370,222.99,4.85,0.03,41.56,1.0,0,0.25,60330.0,443.0,0.0,9410.0,0.0,0.0,0.0
2024-12-07 04:16:45.396974+00:00,_result,45,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:45.396974+00:00,network_metrics,3232235765,TLSv1.3,3625466116,8.5,90.22,0.0,138.63,0.12,0,4.45,60095.0,443.0,279.36,3.03,0.24015748031496065,0.004623287671232877,0.9999999999999999
2024-12-07 04:16:43.119223+00:00,_result,46,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:43.119223+00:00,network_metrics,3232235775,NBNS,3232235646,8.5,97.12,0.0,101.35,0.01,0,0.82,443.0,443.0,168.79,0.15,0.5,0.007985678704856787,
2024-12-07 04:16:22.231626+00:00,_result,47,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:22.231626+00:00,network_metrics,3232235775,UDP,3232235646,48.94,410.19,0.0,333.37,0.01,0,2.15,443.0,443.0,645.92,0.2,0.5,0.007827878233005264,
2024-12-07 04:16:22.260035+00:00,_result,48,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:22.260035+00:00,network_metrics,3232235775,UDP,3232235653,48.94,0.0,0.0,0.0,0.01,0,0.0,443.0,443.0,0.0,0.15,0.5,0.007827878233005264,
